,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Panc-Endocrine,0.0028164766,0.001129121,8.286407e-05,0.00038030942,6.702312e-05,0.00014452852,3.002512e-05,0.0032160098,0.0042079217,0.0017161174,0.00016712715,0.00026347008,8.989668e-06,4.4949757e-05,0.00012252273,0.0008937609,0.00015340134,0.00038218134,0.97707045,0.0023397473,2.6257145e-05,0.0021052547,0.0025980994,3.3341632e-05
Prost-AdenoCA,0.004981234,0.0052799224,0.0008920063,0.010816148,0.011333458,0.00038898084,0.000166422,0.0018200182,0.0021405874,0.0012675754,0.0010516479,0.0014081444,0.00014584952,0.00064271846,0.0034386136,0.0015405866,0.00041431974,0.0033524202,0.0015742333,0.94182986,0.00018927794,0.0032009068,0.0018473038,0.00027786603
ColoRect-AdenoCA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lymph-BNHL,9.0986295e-11,1.07014014e-13,2.7529605e-09,5.683556e-11,7.1827115e-12,1.4491174e-10,7.1147e-12,2.826836e-10,3.2596948e-13,2.6659755e-10,7.2408896e-10,1.4469485e-11,2.4572849e-11,0.9889488,0.011051129,1.09392835e-10,6.7146755e-13,2.314154e-11,5.479447e-10,1.1280358e-10,2.6083315e-12,1.7462122e-11,7.043459e-13,1.4265677e-12
Lung-AdenoCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0556006e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lymph-BNHL,0.0,0.0,4.004448e-37,0.0,0.0,6.806948e-34,0.0,4.206053e-35,0.0,0.0,0.0,0.0,0.0,1.0,2.6889178e-24,0.0,0.0,0.0,2.0962558e-33,0.0,0.0,0.0,0.0,0.0
CNS-Medullo,0.00041019547,0.013694382,0.00025240437,0.95807195,0.00043190087,7.762507e-05,3.2173604e-05,0.007392361,0.00078288146,0.000101425496,0.00010660924,0.0010065079,4.1105345e-06,0.00010202405,0.0001655196,0.0004857145,2.3083101e-05,0.00026372127,0.011510269,0.0036692058,0.00012164154,0.0004795529,0.0003190343,0.0004956308
Panc-AdenoCA,1.608119e-06,1.3259822e-07,1.589994e-07,1.3186076e-07,3.5960088e-09,1.8819014e-07,9.56545e-06,2.3304916e-07,3.4907768e-07,4.2253635e-07,4.2433615e-07,6.3614166e-06,3.668445e-07,1.6005446e-07,5.927697e-07,4.7963e-07,4.4751455e-06,0.999941,4.6921156e-07,1.7095195e-07,2.5263144e-08,3.146823e-05,6.850202e-08,1.0564139e-06
Lymph-CLL,0.0003175844,3.5292574e-05,0.0002446762,4.3787393e-05,3.958637e-06,1.1420261e-05,4.0555504e-05,0.00063672266,7.789267e-05,0.00027163836,0.0018411332,0.00018814961,1.1765722e-05,0.043270156,0.9517317,6.5224616e-05,2.6219047e-06,9.6638825e-05,0.0005986443,0.00031770466,5.63084e-06,0.00010677119,7.301286e-05,7.3191436e-06
Ovary-AdenoCA,0.02845258,0.029901614,0.005921272,0.010513384,0.0015493646,0.0050417427,0.024214545,0.009807329,0.027830955,0.0021931806,0.0002523476,0.016407715,0.0010448213,0.0019701512,0.0026423996,0.008849079,0.018036898,0.13528158,0.018832432,0.082464546,0.0028168103,0.01659747,0.0019627016,0.54741514
Liver-HCC,1.1566881e-12,6.9925294e-13,7.640727e-12,1.3991855e-14,1.9872187e-17,7.331802e-16,8.210888e-15,1.2336723e-15,3.084117e-17,9.205091e-12,1.0,2.1703047e-12,9.67207e-13,1.2364472e-15,1.6119163e-13,6.1596434e-17,1.4964595e-13,1.9412798e-11,4.2794258e-12,1.3445819e-12,3.304729e-15,1.876839e-15,7.9632684e-17,4.7231296e-14
Thy-AdenoCA,0.0179006,0.017750846,0.0030537874,0.03518594,0.16015363,0.00056136824,0.0009774739,0.008375297,0.033841208,0.025445046,0.0068315803,0.0026137275,0.00052826776,0.0007530726,0.01760749,0.008527985,0.00784966,0.003459598,0.042168915,0.022168629,0.00024277742,0.0027796184,0.5785609,0.0026625984
Prost-AdenoCA,5.2202337e-05,0.00028472452,8.503669e-06,1.6166672e-05,2.9059063e-06,2.7532396e-05,8.616738e-05,4.6409048e-05,0.0001323505,0.0012330401,0.00010749998,3.5824938e-05,1.0202845e-05,2.5114107e-06,0.00018295643,5.4817672e-05,5.7675858e-05,0.0008011526,0.0030468483,0.9937063,2.625449e-07,1.2337629e-05,1.05163235e-05,8.117272e-05
Liver-HCC,5.2964456e-34,2.0561475e-35,5.122302e-34,0.0,0.0,0.0,0.0,0.0,0.0,2.7940957e-36,1.0,2.3131927e-34,0.0,0.0,7.3001707e-34,0.0,0.0,3.963341e-36,7.746325e-37,2.109255e-36,0.0,0.0,0.0,0.0
Kidney-ChRCC,0.031788282,0.005788113,0.0093931,0.009482095,0.0021672267,0.00093483494,0.00054488826,0.008029082,0.7199536,0.011345508,0.0021751644,0.009757409,0.00023713772,0.0073181824,0.028835153,0.015641078,0.011947967,0.001571467,0.07540855,0.009017551,0.00039546328,0.005046513,0.03182368,0.0013979436
Liver-HCC,3.1329347e-14,4.0038396e-13,7.7185453e-13,7.0147034e-17,1.4882876e-20,6.154406e-17,4.2125167e-16,4.680619e-15,4.8977996e-17,4.695187e-14,1.0,2.995306e-14,1.1338706e-15,1.0814588e-17,6.7222707e-15,8.637704e-20,1.7598347e-15,7.5172114e-14,7.259253e-15,8.301075e-14,3.939514e-19,3.883327e-17,7.488728e-19,7.162262e-16
Stomach-AdenoCA,0.00041993003,0.00040420092,3.0956315e-05,3.8575978e-05,3.846331e-07,5.726105e-05,0.6033594,6.981405e-05,1.5532625e-05,1.1251888e-05,4.284926e-05,0.0005140105,3.5694542e-05,3.5719946e-05,0.0004828857,1.2730013e-05,6.171235e-05,0.14294378,0.00033074405,0.00012650844,7.055993e-06,0.25085083,1.7712833e-05,0.0001303741
Eso-AdenoCA,0.05293454,0.00574565,0.00044787105,0.024711007,0.5688999,0.000159085,0.00062164787,0.0037595066,0.011414894,0.00018312929,0.0004052934,0.0022937173,9.472188e-05,0.0005275223,0.0010393253,0.071025565,0.00055519876,0.004838622,0.0069587375,0.091855496,0.00019962208,0.14755641,0.0032291184,0.00054342375
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kidney-RCC,1.2410785e-09,3.118567e-08,1.9359359e-10,1.686593e-10,5.9383405e-16,7.536094e-11,5.4162805e-13,1.2717389e-09,3.5673093e-11,0.9999895,1.03448865e-05,7.21058e-10,3.1890374e-10,7.296975e-12,2.3787554e-09,5.92683e-13,2.7351655e-08,8.426574e-08,1.8800042e-08,1.8084771e-10,6.541935e-13,5.5680525e-12,2.0318124e-11,8.282449e-11
Lymph-CLL,1.4745732e-09,2.969152e-12,4.80982e-09,3.4349983e-09,5.336592e-09,6.6579145e-11,4.8904136e-12,2.619152e-09,1.0749521e-11,4.0727555e-09,8.0584633e-10,2.139466e-11,2.9818772e-11,0.02602735,0.9739726,2.47299e-09,1.993516e-12,3.193978e-11,1.0401786e-09,1.8169868e-09,1.4730482e-11,1.0735328e-10,4.101118e-11,1.1954657e-12
CNS-Medullo,0.0014674196,0.007491126,0.0011755045,0.9353685,0.014160056,0.00047371906,0.00019128941,0.004385186,0.0015782589,0.0011234761,0.00063813804,0.0011821125,0.00015179081,0.0026718064,0.00060990395,0.0023957456,0.0010813826,0.0017960186,0.008716369,0.0035413073,9.810563e-05,0.0038071787,0.003069565,0.0028261738
Kidney-ChRCC,0.0039498326,0.01556564,0.004503133,0.027653834,0.0023989652,0.0008140643,0.0020898338,0.003448348,0.70249826,0.0029224723,0.00018181025,0.004464899,2.1399866e-05,0.008613913,0.0042291484,0.00399879,0.0071020653,0.009056018,0.0713504,0.051957823,0.00041164676,0.024337143,0.048042282,0.0003883158
Panc-AdenoCA,7.639717e-13,1.752725e-09,1.957443e-14,2.4720976e-12,1.0860146e-17,2.3891687e-14,9.014841e-10,3.6207206e-14,4.122572e-15,1.785949e-12,3.6036688e-14,2.8889985e-10,2.0595813e-13,3.6042956e-17,3.7077464e-16,2.424174e-14,5.3027867e-14,1.0,2.552337e-12,2.7208795e-12,7.689699e-17,2.4911348e-16,2.4834195e-17,4.6512395e-12
Panc-AdenoCA,5.233088e-17,2.1018289e-14,8.773822e-14,8.934919e-17,3.8032274e-22,7.7309925e-10,3.839955e-08,3.6162497e-17,2.2415698e-19,1.2293655e-13,5.5955627e-14,3.9716837e-12,8.3647844e-16,4.869037e-17,5.6470026e-15,1.6646007e-17,1.1928778e-15,1.0,6.045632e-14,3.7301244e-13,1.4623453e-18,7.80082e-13,1.22691096e-20,8.564942e-17
Head-SCC,3.22611e-13,2.2063306e-18,3.509782e-23,4.1654017e-27,1.4982193e-31,1.3052343e-18,4.223988e-17,1.0,4.6664203e-18,2.0864371e-16,4.1713276e-22,1.2504381e-18,1.457734e-10,8.811672e-18,4.926805e-18,4.2321198e-23,1.2631951e-19,6.6738424e-14,7.318162e-17,4.053008e-16,3.6672881e-25,5.5710792e-18,3.29449e-26,4.448801e-21
CNS-Medullo,0.00059622776,0.0075018834,0.000846051,0.9659365,0.0010503555,0.00087933947,0.000114171475,0.0015191408,0.0017458518,0.0015406596,0.0011961338,0.0021254695,0.00013070364,0.000265733,0.000104341474,0.00014406993,0.0009832871,0.00068151276,0.0034792586,0.0063883783,0.00024098567,0.0015844165,0.00025998655,0.0006855697
Panc-Endocrine,5.8706533e-05,4.2933807e-06,1.8673318e-05,8.991896e-06,2.6284647e-07,5.5346977e-06,8.0335155e-08,1.2267711e-05,0.00013473541,0.01658085,2.1067071e-06,2.56452e-05,1.6673636e-07,8.1654935e-07,7.276555e-06,1.1587612e-06,4.066853e-06,1.30730905e-05,0.9830483,4.4090597e-05,1.9410363e-07,1.6729782e-05,1.1322992e-05,6.964894e-07
Prost-AdenoCA,8.57131e-06,1.7741417e-06,3.1499894e-06,2.0937778e-06,7.273033e-07,4.476933e-07,1.0052587e-05,7.966981e-07,5.321359e-07,1.9866884e-06,6.9412245e-06,7.003342e-06,5.26454e-06,6.344327e-08,2.8150312e-06,9.412956e-07,2.7291426e-06,3.8732178e-05,7.1414433e-06,0.99989545,1.1132862e-06,4.2278475e-07,2.3252241e-07,1.1788804e-06
Lymph-CLL,0.015024052,0.0010719531,0.00066678517,0.014164708,0.005661988,0.00051754044,0.0027419932,0.004430682,0.005535913,0.0016512066,0.0019239334,0.0009514139,0.00026476002,0.0048558284,0.87925094,0.012237222,0.0010961072,0.006450306,0.016130257,0.009310351,0.00010398314,0.004861741,0.00933569,0.0017606564
