,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Prost-AdenoCA,1.2690001e-06,3.766083e-07,9.366462e-08,2.9747568e-07,1.9196447e-08,2.725243e-13,1.4161234e-09,1.0666682e-07,5.654944e-06,4.5664927e-07,2.7854364e-07,3.6516356e-06,4.159873e-11,5.0870298e-08,2.148875e-08,3.0642973e-06,3.0438216e-08,2.7525084e-08,2.3136606e-07,0.99998355,1.3728081e-07,5.78416e-07,1.9334207e-08,1.2507907e-07
Prost-AdenoCA,5.3511663e-08,3.646258e-07,1.8112725e-07,6.066731e-06,1.774988e-07,3.213177e-13,2.4323967e-09,9.296654e-07,3.478066e-05,1.5977071e-06,9.9661094e-08,3.086453e-06,6.059899e-11,1.8601352e-08,2.3999135e-08,3.4229308e-06,1.209243e-08,4.3320705e-07,4.8147734e-07,0.9999466,6.796296e-08,1.309344e-06,1.3840796e-07,2.1457866e-07
Kidney-RCC,5.948832e-13,1.3995151e-09,2.5756047e-13,7.590097e-11,5.03341e-17,2.0390704e-19,5.584195e-19,4.646738e-15,4.5626032e-07,0.99999833,3.2708474e-08,1.3498962e-12,3.5360814e-20,6.5055504e-12,1.5127537e-14,1.5489497e-10,1.5351648e-13,8.816459e-12,1.1329843e-06,2.1745424e-10,5.5562007e-15,8.422429e-14,9.00668e-10,1.2155503e-14
Lung-AdenoCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA,2.6796095e-13,2.36529e-08,2.5416177e-14,2.247615e-19,9.75238e-23,2.839424e-24,2.7899533e-13,2.7940496e-16,5.9028266e-10,1.4020353e-15,3.4848183e-17,1.0,5.626436e-11,4.37952e-17,1.11324564e-17,7.015534e-13,9.733957e-13,6.595415e-09,4.6494343e-14,1.1730977e-17,2.5122934e-15,2.3061422e-13,2.123821e-13,1.7315317e-17
ColoRect-AdenoCA,1.6159763e-21,2.2753356e-24,2.2428432e-20,1.7105134e-21,6.920457e-24,1.0,5.3473136e-14,1.7128562e-15,4.0769305e-18,3.2543082e-18,1.2204622e-16,1.8500229e-19,1.8149564e-23,3.9672467e-12,1.2096773e-22,3.2324288e-21,1.8845347e-25,1.58258e-16,1.0685781e-17,1.2775449e-18,1.9074887e-20,6.1025915e-12,1.1307349e-22,4.681876e-12
Ovary-AdenoCA,0.0047811447,0.02167419,0.0031464666,0.020627059,6.8126945e-05,1.2450712e-06,0.009557623,0.03738162,0.07977838,0.0006901226,0.00051423814,0.07797949,0.00036646315,0.0011119924,4.4412547e-05,0.02170179,0.020379283,0.010512526,0.0024871011,0.114113726,0.011405429,0.093697555,0.0009066967,0.46707326
Panc-Endocrine,0.00027647428,0.00094902597,0.00058224663,0.01007707,6.350911e-06,4.470998e-12,6.822411e-09,3.7641148e-06,0.01634711,0.0029596258,0.034033053,0.0001635201,1.6966968e-10,1.1298931e-05,2.5833191e-05,6.0072623e-05,1.0809076e-05,1.0479208e-08,0.9341653,3.639199e-05,3.3129156e-05,3.6057652e-05,0.00022018081,2.6944408e-06
Prost-AdenoCA,3.874801e-07,9.411328e-07,1.2019255e-07,6.058198e-06,8.479651e-08,5.7064402e-11,8.874996e-08,5.316478e-07,4.205315e-05,4.538664e-05,4.3918744e-06,7.554203e-06,2.0203825e-10,1.3876078e-06,7.7305396e-07,1.9510146e-05,6.0323663e-07,0.000100076024,1.6418047e-06,0.9997435,3.9127908e-08,1.8107943e-05,1.5468682e-06,5.1838488e-06
ColoRect-AdenoCA,3.2834983e-34,0.0,6.4444917e-34,4.0758647e-37,6.6319533e-37,1.0,1.4094989e-24,4.035501e-22,2.4311847e-29,7.5250334e-28,1.6445098e-26,4.892867e-33,9.287208e-37,9.0901275e-20,3.1855574e-36,1.2926614e-36,0.0,2.1673024e-30,3.3962703e-25,3.0547677e-29,8.653119e-32,2.3297082e-19,1.2144461e-34,5.790456e-21
