,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Prost-AdenoCA,7.296589e-08,1.4158276e-05,8.446737e-09,2.9047144e-06,1.2120276e-11,8.638209e-09,1.9636823e-11,1.2551219e-09,8.6828635e-08,2.5652048e-07,2.9802976e-08,8.57467e-08,1.987078e-09,3.1542342e-08,6.3258554e-09,4.0741486e-09,1.5563746e-08,1.311179e-08,3.302263e-08,0.99998236,2.476704e-11,1.37265515e-08,1.1215616e-09,3.0026739e-09
Kidney-RCC,2.1360644e-09,3.6330134e-09,5.958417e-11,2.4682872e-10,6.4479097e-18,5.5083337e-11,1.133771e-14,2.1863546e-11,1.3031879e-08,0.9999994,2.090663e-08,1.1839041e-10,3.9517777e-12,1.5639232e-09,6.7091e-11,8.24731e-12,3.5664025e-09,1.3672585e-09,6.292209e-09,5.829635e-07,1.1709199e-13,1.922061e-11,5.5619194e-12,1.6837191e-11
Prost-AdenoCA,1.2120803e-07,2.4727451e-05,1.9735698e-07,4.1307863e-05,3.98862e-10,1.2209357e-07,4.280283e-10,8.03402e-07,6.1298516e-07,3.6609565e-06,6.268419e-08,3.143064e-07,2.0458069e-08,7.192276e-08,1.5012558e-08,6.3688454e-08,2.441975e-07,2.471618e-07,2.9131513e-08,0.99992645,1.738691e-10,9.827209e-08,7.398989e-08,7.271469e-07
Eso-AdenoCA,5.5450344e-36,0.0,0.0,0.0,0.0,2.0564069e-27,1.0,9.2909806e-26,0.0,0.0,2.838668e-30,1.1411014e-27,1.4890834e-34,5.9250238e-33,0.0,0.0,3.5180526e-38,3.5070902e-24,0.0,0.0,0.0,5.6253874e-10,0.0,1.4565375e-27
Panc-AdenoCA,9.1727327e-07,1.4762225e-07,4.6658988e-07,1.563947e-08,1.1052748e-09,4.1770695e-06,4.5421577e-05,1.8203515e-07,5.898718e-08,1.2889318e-07,3.935377e-07,1.0202789e-05,4.18265e-08,1.102044e-06,6.009152e-07,1.3466943e-06,1.8812388e-07,0.9995908,1.5935161e-06,8.6520146e-07,3.460271e-08,0.00033982904,3.024487e-08,1.5954458e-06
Ovary-AdenoCA,6.909489e-10,5.9031443e-08,2.9870804e-12,1.5339284e-13,2.9460405e-24,1.9577068e-14,4.250767e-18,1.5211206e-17,1.8146902e-14,2.393399e-11,5.548645e-15,9.835004e-10,3.7360573e-11,1.4935044e-17,1.7898038e-17,4.685313e-12,0.9999994,2.3996326e-12,1.01305296e-13,1.8376614e-14,2.3297306e-14,1.388618e-12,2.299911e-14,5.098182e-07
CNS-PiloAstro,0.027205737,0.0008398107,0.0013993229,0.003646888,0.764911,5.382123e-05,2.3150807e-05,3.6062844e-05,0.006772132,0.00032109223,0.0001781,0.0008346321,8.745355e-06,0.0007550383,0.09025244,0.02080195,0.00021324807,0.001930352,0.018733038,0.025530268,3.7744692e-05,0.012913802,0.022598589,3.134394e-06
Lymph-BNHL,3.9693077e-26,3.977969e-38,3.6181024e-30,6.19197e-38,1.12948275e-33,7.958205e-30,1.0463567e-31,7.7557e-29,2.598314e-26,9.0889903e-26,9.50862e-27,1.9533672e-32,3.4515343e-38,1.0,5.081527e-12,2.8130275e-27,2.5840204e-34,6.67542e-33,4.7942247e-25,1.7016254e-26,6.482215e-34,3.2181574e-28,6.510937e-27,4.252332e-38
Kidney-ChRCC,0.057115816,3.4584288e-10,4.6174897e-08,1.3439715e-15,2.322904e-20,5.5123235e-07,0.0001527562,2.8442319e-08,1.4791373e-13,3.6150645e-08,3.2492994e-06,0.00012086477,2.0267724e-05,9.177748e-06,3.5067875e-09,1.3928227e-08,0.0013504551,5.9572876e-09,7.92734e-08,1.5682105e-08,0.7850149,0.14979115,4.1101145e-09,0.006420531
CNS-GBM,3.3074845e-09,2.3727843e-15,0.9999931,6.870482e-06,1.1012059e-11,8.4185376e-16,4.3369228e-20,1.1190034e-16,8.389491e-09,1.9836019e-15,3.4721918e-15,3.1105004e-11,1.2758808e-17,8.407618e-14,7.6221215e-14,1.1131559e-08,2.9625896e-12,8.940965e-16,5.6314704e-09,1.7020378e-16,4.964327e-09,2.887831e-15,1.420566e-12,4.4612553e-16
Breast-AdenoCA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung-AdenoCA,3.354666e-08,2.5461585e-08,4.2401683e-16,3.759365e-22,2.3901082e-37,4.3190464e-14,1.8580143e-13,2.0008988e-11,1.1749237e-20,1.1500428e-12,5.9259836e-08,0.99996996,2.9880002e-05,3.6027945e-12,3.439914e-17,4.3796935e-15,9.333017e-09,4.6231064e-16,9.440405e-16,1.0169619e-11,1.352679e-10,8.262753e-11,3.9780007e-12,1.35801335e-08
Panc-AdenoCA,4.2262585e-08,2.5501518e-10,1.1291899e-08,4.4102985e-12,7.7074757e-16,1.5705991e-05,5.6775232e-05,7.7329375e-08,9.611821e-11,2.6052546e-10,6.562768e-09,1.4773088e-06,4.9132757e-07,3.3680838e-09,1.7348226e-09,1.6741874e-08,1.2446435e-09,0.99990153,2.8091978e-07,6.952681e-08,3.292256e-11,2.3195684e-05,6.264847e-11,3.5580197e-07
Stomach-AdenoCA,2.918645e-07,1.7981963e-06,1.3178707e-09,1.848851e-12,7.632164e-15,1.2207355e-05,0.0077268253,0.009039365,6.371332e-11,1.2751704e-08,0.00010369179,0.0006562786,8.499325e-06,7.431548e-06,2.8066674e-07,1.04016294e-07,8.503333e-07,0.0085544875,1.9870875e-08,2.2574943e-06,1.0816137e-09,0.9730823,2.0113278e-06,0.00080132234
Head-SCC,3.6071806e-06,1.270195e-07,3.2919152e-07,1.2743422e-07,5.7227573e-13,1.3361399e-05,2.9348286e-07,0.997948,1.1568275e-06,2.4362651e-05,0.00026154052,0.0005264215,0.0006704504,4.85048e-06,2.7217536e-07,1.1226757e-06,1.1943774e-07,2.902325e-05,0.00036881946,1.0252643e-05,1.7020747e-06,2.133199e-06,0.00011063281,2.1443262e-05
Liver-HCC,4.0134094e-37,1.3970133e-35,2.6669557e-38,0.0,0.0,7.977399e-34,1.41320515e-36,4.298974e-33,0.0,2.2044673e-29,1.0,1.0468978e-27,0.0,1.0414254e-26,4.772394e-28,0.0,6.087056e-36,2.5510197e-37,2.2585854e-31,1.7006532e-32,0.0,9.615984e-32,2.3060889e-36,5.186598e-34
Head-SCC,5.3496617e-08,2.0623514e-09,2.0600415e-11,2.0712436e-14,2.2495174e-19,9.327733e-10,4.6178422e-11,0.98722595,6.3723175e-13,1.3768265e-08,2.4994672e-06,6.3532957e-07,0.012764521,4.5532653e-09,3.0705712e-11,1.1997405e-11,1.5406546e-09,6.3428668e-12,1.3610274e-08,5.5831846e-09,3.3112812e-08,1.3097606e-09,4.3078057e-07,5.8621617e-06
Panc-AdenoCA,3.0849496e-09,3.8254298e-13,9.941094e-08,7.125626e-16,6.474331e-17,0.1850461,0.1298526,1.3653085e-05,5.872969e-14,2.0833769e-12,5.476257e-06,2.5931276e-05,2.4197071e-08,0.00018045663,1.8899942e-09,3.148152e-10,2.3806837e-09,3.9823044e-07,4.000288e-08,0.0001379781,5.2036513e-09,0.68465596,5.209227e-11,8.125188e-05
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
