,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Ovary-AdenoCA,1.9714408e-09,1.5812194e-14,1.0367636e-14,8.3933114e-22,2.9596275e-33,5.059709e-14,6.579018e-15,1.4968059e-10,1.2122965e-13,1.1964271e-11,1.5394281e-11,1.2593929e-06,4.455165e-10,3.5877395e-11,2.8455265e-20,6.493515e-17,0.99999344,6.0650127e-16,9.327793e-16,1.1858196e-15,1.8816945e-15,4.641751e-09,1.4880977e-18,5.2465803e-06
Thy-AdenoCA,0.021805951,0.012193452,0.015644109,0.059764005,0.04659704,0.011771859,0.0029009546,0.034674376,0.042337276,0.037578657,0.040505055,0.0125406245,0.003284436,0.006806911,0.0197819,0.022735745,0.012191443,0.0038198703,0.37241468,0.057588525,0.0030826097,0.030123372,0.114477724,0.015379447
Lymph-BNHL,2.4963807e-11,1.0471924e-16,5.236093e-12,1.1648112e-14,1.17091895e-14,2.1307517e-11,5.3759975e-13,7.061303e-14,5.0837043e-12,1.7393332e-12,8.624677e-12,3.8369793e-12,6.365657e-18,0.766169,0.23383106,1.12736646e-10,2.8279401e-14,4.489296e-13,5.013263e-10,4.2053988e-13,2.3382262e-12,5.5191327e-11,3.8553645e-15,8.178917e-15
Lung-AdenoCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0092107e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA,7.5863086e-06,6.732785e-10,5.3503197e-08,9.13848e-11,9.013684e-15,9.06743e-08,1.213609e-10,5.1620555e-07,3.152008e-06,0.00063393905,7.6131937e-07,1.9634948e-05,2.642453e-07,3.1336756e-07,6.7496577e-09,1.0561801e-08,0.9979442,9.146446e-08,1.3870304e-05,6.624302e-08,4.6198043e-10,6.958615e-06,1.0045329e-07,0.001368486
Panc-AdenoCA,5.127389e-25,4.4241036e-16,2.3749231e-27,2.2847981e-32,0.0,1.7449898e-20,4.855423e-13,6.9322585e-19,3.1903772e-26,1.8725674e-25,1.0185242e-18,6.136999e-13,1.742245e-25,5.099858e-20,7.216371e-31,5.672824e-23,4.2464563e-19,1.0,3.1658902e-32,1.4739652e-27,3.275844e-25,3.4809655e-13,3.3455936e-25,9.784456e-17
CNS-Medullo,2.5507099e-05,6.677818e-05,3.7349364e-05,0.99748504,0.00036114248,4.6767473e-06,4.032804e-08,3.6431422e-05,0.00013519311,1.9588526e-06,3.3949448e-06,6.3152625e-06,1.02667066e-07,4.324204e-06,1.9418374e-06,0.00033627864,6.8073664e-06,3.8837807e-06,6.7907444e-05,0.0013882063,1.0647507e-06,5.6224735e-06,5.3314056e-06,1.4727349e-05
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kidney-RCC,6.6523825e-10,1.4192588e-11,1.29510465e-11,8.788014e-14,5.0139838e-23,1.7184172e-11,1.1365194e-15,9.3194556e-11,1.6425176e-05,0.99998355,8.007996e-09,2.3528234e-08,1.3010801e-13,3.0871836e-11,7.042011e-11,2.4991784e-13,3.6816459e-09,3.8943306e-09,1.3958588e-08,7.417006e-11,4.875616e-15,1.9137021e-10,1.4508815e-09,8.6277263e-10
ColoRect-AdenoCA,6.015769e-08,1.1426369e-09,7.751336e-06,7.124454e-09,1.8134628e-15,0.99884146,6.9507573e-06,9.677095e-07,3.1383124e-07,7.122586e-07,0.00014876845,0.000321981,7.019467e-07,0.00014851287,6.4598375e-05,8.60516e-10,7.711266e-09,0.00010114822,5.2204907e-09,1.02849434e-07,1.6456092e-07,0.00034809965,1.524869e-10,7.794352e-06
CNS-Medullo,0.00034728443,8.671982e-05,0.00029837457,0.98713624,0.0016963604,8.220174e-05,7.633607e-07,0.00013279264,0.0005630116,0.00023716642,1.7405602e-05,3.3577384e-05,2.2695567e-06,0.00012001153,3.2251508e-05,0.00066545163,0.00024529794,2.2984797e-05,0.0018063124,0.0059668315,2.7463015e-05,0.000109904555,1.801991e-05,0.00035137826
Ovary-AdenoCA,0.0040330524,0.0035330893,0.00059835706,0.0059783664,3.5580479e-06,0.010554521,0.017143676,0.0059211464,0.009813734,0.0011774538,0.00023167778,0.015825693,0.0019963088,0.008080202,3.3469758e-05,0.0060009835,0.014373467,0.111435644,0.00017380757,0.013991054,0.0028177674,0.4726624,0.00060165505,0.29301885
Panc-AdenoCA,9.3518335e-12,6.9730615e-12,8.285835e-12,2.4304033e-16,5.2335992e-20,6.074095e-08,6.976991e-05,2.4911161e-08,5.734298e-12,2.5028904e-11,6.43011e-09,2.0546136e-06,2.4369745e-10,1.0549177e-08,3.2927872e-11,8.462297e-14,3.4134998e-10,0.9999275,1.155489e-15,1.8202403e-11,2.3055134e-13,4.8963585e-07,9.456382e-13,9.006562e-09
Head-SCC,2.3611785e-16,5.0628546e-20,1.4991782e-18,6.4720254e-22,1.9140225e-32,1.2970368e-15,2.1857333e-16,1.0,5.7543905e-20,7.971122e-14,4.4681987e-17,1.4195396e-18,1.9558487e-11,6.438822e-17,2.1390124e-25,4.237317e-25,1.8395822e-16,1.7839e-19,3.5119366e-24,1.5106376e-17,2.7182866e-19,5.658641e-17,1.4645656e-20,1.1415818e-13
Panc-AdenoCA,4.191846e-13,2.0074198e-15,7.4801276e-14,7.7321725e-18,5.3848554e-22,2.4785753e-09,0.0014293619,3.3466094e-10,2.8921874e-13,3.005584e-15,2.1116877e-13,2.549672e-08,3.8358178e-13,7.086489e-10,2.3207543e-12,3.403735e-14,9.9648656e-14,0.9985404,6.703445e-17,9.4502145e-14,1.1401554e-12,3.0188306e-05,1.5513662e-13,9.24855e-11
Liver-HCC,5.992156e-22,3.3974658e-23,1.1392363e-18,5.7321385e-25,1.8365935e-33,5.9416007e-15,4.9906547e-22,2.2831195e-22,5.5440165e-22,8.965216e-14,1.0,4.924832e-18,1.06813235e-20,5.8219164e-18,1.5751356e-16,6.0655503e-27,2.8403476e-22,1.3855157e-23,1.055947e-18,8.94378e-18,1.866486e-23,2.0535764e-20,3.03608e-26,6.497034e-22
Thy-AdenoCA,0.017650397,0.00032502261,0.0006078166,0.0008151629,0.001398907,0.00013591743,4.1087667e-05,0.0010485701,0.024427162,0.0054133027,0.00020501128,0.0025491668,0.00012357827,0.00024940772,0.006728876,0.009696672,0.0049415682,0.0015647903,0.0064139636,0.004019569,0.0003036257,0.002028127,0.90572757,0.003584544
Prost-AdenoCA,2.125927e-05,7.984065e-06,2.7102114e-05,1.11542974e-07,2.5575345e-08,1.474769e-05,1.871823e-06,7.519927e-05,0.000322682,0.04287078,0.00029257894,0.0004250662,1.543727e-05,2.2759466e-06,3.618538e-05,3.7783656e-07,4.1876197e-06,1.2938657e-05,7.1622153e-06,0.95540035,5.011578e-07,3.8241364e-05,0.00012614639,0.0002968595
Liver-HCC,1.0313765e-13,6.59928e-12,8.680648e-12,9.355324e-17,4.4802473e-25,2.98398e-11,2.783425e-14,2.4312111e-15,2.6019402e-14,3.0166536e-09,1.0,3.7806128e-10,1.7513078e-13,6.121801e-13,1.8566522e-14,1.6291509e-17,6.990032e-14,7.2032e-15,2.6834902e-14,2.5087536e-12,7.077742e-15,1.2741753e-13,2.7911612e-17,7.016481e-14
Lung-SCC,1.5599622e-22,4.1369463e-29,6.90738e-25,0.0,0.0,0.0,1.1294468e-23,6.3998564e-06,1.3090699e-34,3.5219044e-34,3.5772423e-27,3.497291e-15,0.99999356,1.491356e-38,0.0,0.0,4.1437483e-24,0.0,0.0,4.4198995e-35,2.4420576e-33,2.3877585e-37,4.1267199e-35,2.92996e-26
Lymph-BNHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC,2.4832432e-29,8.892119e-30,5.7899086e-27,6.390717e-31,0.0,9.80178e-19,1.0223562e-30,1.6726545e-30,6.434967e-32,1.8485687e-20,1.0,3.2119827e-24,1.6688377e-29,1.5818596e-26,2.4548664e-28,2.2365175e-38,3.142931e-32,4.4706198e-32,3.1002143e-27,3.7959417e-27,1.0421422e-31,4.7668705e-25,5.839852e-38,9.377925e-28
