,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Prost-AdenoCA,0.000443617,0.0016769358,0.00011730038,0.0033693304,0.0026424848,0.00034995886,7.7477154e-05,0.0003010465,0.0012506094,0.00043619945,0.00014004315,0.000108424196,7.8959005e-05,0.00013146958,0.0020031487,0.00026143008,0.00024778247,0.00052145234,0.00039106837,0.98371005,6.224752e-05,0.00075889763,0.0002762753,0.0006439086
Prost-AdenoCA,2.382611e-05,0.0010348575,5.8470023e-06,0.00058481045,2.5897945e-05,1.2371661e-05,1.0039536e-05,3.619053e-05,0.0006209671,0.000112560905,1.1787616e-05,1.1728109e-05,5.4110856e-06,3.3518443e-06,2.5275353e-05,1.0951844e-05,4.2636482e-05,7.927077e-05,2.9530753e-05,0.9969121,3.5947216e-06,9.876524e-05,3.0107078e-05,0.00026803045
Kidney-RCC,2.6168276e-08,2.2544734e-07,7.821779e-09,1.2842399e-08,8.0225413e-16,3.071338e-08,1.6467562e-11,5.8626377e-08,5.2922336e-05,0.9999422,9.725811e-08,2.0541038e-09,1.2181147e-09,4.5832265e-11,1.2602065e-10,4.869028e-12,4.6737544e-08,8.225918e-07,3.2108037e-06,1.363831e-07,9.089176e-11,1.1223553e-09,7.869609e-08,1.4084675e-07
Panc-AdenoCA,2.8040868e-11,4.9413906e-10,8.415077e-12,1.637514e-14,6.6742812e-15,2.787512e-08,0.013181337,1.337491e-08,9.5682566e-11,1.2083137e-11,2.1964207e-10,1.34251795e-05,3.141847e-08,4.3700247e-12,1.1644411e-13,2.5499394e-10,8.541659e-09,0.98671794,9.023187e-12,7.5574866e-11,1.5457965e-10,8.670481e-05,6.8024e-12,5.792372e-07
Lymph-CLL,0.0026575162,0.00026561553,0.00052316167,1.7654544e-05,0.00015255794,0.0011778718,5.8003898e-05,0.00046367577,0.00042414243,0.00091722084,0.005749968,0.00040701448,0.00014249505,0.12237814,0.8534466,0.002517085,0.00018646319,0.00019294699,0.0044119298,0.0004150324,0.0003994814,0.0010552708,0.001571833,0.00046838901
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lymph-CLL,7.635771e-05,7.388763e-07,3.3659067e-06,2.322326e-08,2.7633075e-07,6.747162e-05,3.2764854e-06,0.0001016617,3.1335874e-06,5.1274683e-06,4.9084632e-05,1.9801848e-06,4.490763e-06,0.9204599,0.07895657,1.0027049e-05,5.3259705e-06,2.4256599e-06,8.399377e-06,6.127378e-06,2.2285518e-05,0.00018648425,8.2034325e-07,2.4478888e-05
CNS-Medullo,7.018632e-05,0.0032504313,0.00042163933,0.9880684,0.000534701,3.6818776e-05,7.53353e-06,0.00018839217,0.0038406828,4.8973467e-05,1.9581857e-06,2.0079147e-05,1.6222903e-05,1.3105772e-05,8.543791e-06,0.0002782501,0.00026318102,0.00016711549,8.421338e-05,0.0013304594,5.5497967e-05,6.0767037e-05,8.521817e-05,0.0011477194
Uterus-AdenoCA,4.088203e-14,0.0010357436,7.1160243e-13,1.3969569e-08,2.8146686e-30,0.0019985493,1.5881107e-14,0.0008201333,9.211657e-11,0.8090413,8.308341e-06,6.237972e-08,3.5412276e-07,9.085131e-12,1.7387135e-19,7.957455e-15,4.959224e-07,0.00033480575,2.8276293e-07,9.47408e-14,3.5447088e-12,2.7343159e-08,1.1392205e-10,0.18676005
Stomach-AdenoCA,0.00014328903,0.00034220162,1.50289325e-05,7.5670105e-06,5.2135815e-06,0.0021520082,0.07358289,0.0068571093,2.149267e-05,3.6497553e-05,0.00044682593,0.00041839725,0.00021439801,0.0009255641,6.345558e-05,0.00036881902,0.00028682564,0.03897017,3.839083e-05,0.0005106588,0.00015248792,0.8718714,1.0528532e-05,0.0025588945
Lung-AdenoCA,0.005116651,0.023749331,0.013007228,0.3480222,0.19169897,0.0067783077,0.0053784293,0.0054236064,0.11009395,0.0033134134,0.001369651,0.008598583,0.0028387546,0.0016785142,0.011859441,0.0433581,0.009804645,0.10624691,0.021128582,0.026236191,0.0020395298,0.011688879,0.025132546,0.015437568
Liver-HCC,1.777136e-18,5.7884995e-18,4.9246415e-19,9.194585e-26,4.400244e-28,3.1978798e-13,5.437869e-20,8.6927206e-17,1.0447814e-23,1.1457985e-13,1.0,2.0335694e-16,2.953589e-19,7.8563024e-14,2.075419e-16,2.4317857e-23,9.517141e-21,2.1263831e-20,2.9147198e-13,1.1772932e-18,5.9155806e-19,2.9746376e-15,1.1035271e-21,6.792018e-16
Kidney-RCC,0.0048876298,0.014735174,0.00022825788,6.2040854e-05,2.1307191e-07,0.0014558192,1.493587e-05,0.0008112929,0.0014020138,0.90072346,0.05967739,0.0005085919,0.00013535896,0.0010222027,0.00049763545,3.179401e-05,0.0024127995,0.00021177146,0.004975814,0.0008422189,0.00031854818,0.00061420863,0.001578285,0.0028525626
