,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Prost-AdenoCA,1.7340912e-05,2.6911794e-05,1.3176885e-06,1.1464933e-05,4.0746425e-05,7.6490565e-08,4.47354e-07,9.744988e-07,1.4061337e-05,1.3258897e-06,9.491326e-07,2.5456064e-05,6.199912e-07,1.1446829e-07,4.587303e-05,2.2941405e-05,3.1349332e-06,9.390285e-06,4.205355e-06,0.9997601,2.591752e-07,1.910159e-08,1.5339559e-06,1.0749016e-05
Uterus-AdenoCA,1.6121676e-06,0.00014198011,9.479391e-08,6.4246926e-08,1.842487e-11,1.2933497e-05,1.4089871e-06,5.2614825e-05,0.00013056354,1.5165139e-05,2.8733814e-07,7.0686187e-06,1.1084192e-05,1.8186161e-07,1.4189475e-09,7.2203044e-09,5.047782e-05,4.3166827e-05,1.5453976e-08,0.0005254971,1.0800999e-06,1.6573681e-07,3.1862093e-08,0.99900454
Ovary-AdenoCA,1.0232134e-06,2.0866335e-09,1.5810091e-09,2.5121344e-10,6.4799045e-13,1.4164615e-09,6.8208916e-10,2.5421829e-10,2.851051e-07,1.5889644e-07,1.9965167e-10,2.3527576e-11,8.8140446e-08,1.5719095e-10,1.0929768e-10,2.3125459e-08,0.9978841,3.6787146e-08,1.8095286e-11,1.5326788e-06,3.0815966e-10,6.99217e-11,5.8156697e-08,0.0021125497
Panc-Endocrine,0.089664124,0.0012277104,0.002418213,0.00029994643,0.049846604,8.833063e-05,0.00038424885,0.00042793635,0.010887987,0.019351313,0.0077149156,0.013614107,0.0003789918,0.00032284838,0.11778569,0.02754404,0.0020010318,0.0053598518,0.19086596,0.16480903,0.00076192577,0.00028824862,0.29362467,0.00033233486
ColoRect-AdenoCA,2.1785521e-08,1.32086925e-05,8.403317e-06,2.0947894e-08,4.3979553e-10,0.95977104,0.0002787264,0.00074329803,0.00018271689,4.476733e-06,0.0004936069,4.2790896e-05,2.5024717e-06,5.7400845e-05,2.2910467e-06,1.6859521e-07,1.5956672e-07,0.012705972,3.581014e-06,1.8513243e-05,4.826899e-06,0.025102656,3.2879317e-08,0.0005634505
CNS-Medullo,8.763013e-06,4.022244e-06,7.6078104e-05,0.99426323,6.7153676e-05,1.986709e-10,4.949448e-09,6.4663754e-09,0.00069876935,4.5186727e-05,2.3776456e-08,3.6281384e-05,1.9449047e-09,2.3420386e-08,1.3170119e-07,3.4445035e-05,2.510612e-06,1.4169537e-07,0.0047294404,1.5617576e-05,2.0502051e-07,7.209299e-11,1.7399268e-05,5.402411e-07
CNS-Medullo,3.2331376e-10,9.073757e-05,2.1280343e-07,0.9998665,7.4782506e-08,1.3887169e-12,1.3276466e-10,2.7277167e-09,2.8395461e-05,1.2397997e-09,8.891149e-12,4.272645e-06,6.6256967e-10,3.236005e-11,7.0986036e-11,3.196696e-06,4.8164836e-08,3.6838085e-08,2.0208788e-09,6.12055e-06,2.5065178e-10,9.634757e-15,1.2187504e-08,3.2843357e-07
Prost-AdenoCA,3.0522363e-06,4.311956e-06,1.5331588e-08,6.736644e-09,1.7261026e-08,6.409104e-08,7.365081e-08,1.0912079e-06,2.1603157e-06,3.169031e-05,2.4631838e-05,7.291911e-05,4.277207e-07,1.1675036e-07,4.6530193e-05,6.379516e-08,3.3553633e-08,3.547837e-05,5.606757e-06,0.9997677,6.263576e-08,4.3014577e-08,3.6265268e-07,3.43381e-06
Prost-AdenoCA,9.0731885e-07,5.0179347e-07,1.8070251e-09,5.777558e-07,1.4424678e-07,6.6488937e-13,5.4692706e-10,5.810859e-10,1.2829685e-07,5.8350627e-09,3.6052425e-11,4.2136259e-07,7.547547e-09,2.1264208e-12,1.9314617e-09,4.3211128e-07,5.1136634e-08,1.6901801e-07,1.0803584e-09,0.9999964,9.3402536e-11,1.5038219e-13,9.451354e-09,1.0672924e-07
Head-SCC,1.2486164e-06,2.9878117e-06,4.214414e-08,1.832277e-09,1.2238115e-09,2.964467e-06,1.7647257e-05,0.9952011,4.8285125e-07,5.6355734e-08,1.595617e-07,3.63707e-06,0.004750923,5.112813e-06,4.0994546e-08,4.282984e-09,1.340378e-07,4.2288576e-07,2.7577453e-08,4.664582e-07,1.1926915e-07,5.4139496e-06,2.3447544e-07,6.6722396e-06
Panc-AdenoCA,7.422006e-12,7.2522816e-10,9.359354e-10,4.307565e-15,2.3119531e-15,4.559533e-06,2.5355717e-05,1.1408723e-07,3.0878745e-08,3.8774175e-11,3.488864e-08,4.3471343e-07,3.7790713e-09,2.5441375e-08,6.238073e-11,2.3963977e-14,5.2537e-13,1.6184183e-07,4.850522e-11,8.509936e-09,1.6379781e-09,0.99996936,5.5606436e-14,2.8492991e-08
Prost-AdenoCA,2.7142228e-06,1.0629136e-05,1.9872067e-07,1.1985378e-07,3.711451e-07,6.7505e-08,1.0752659e-06,3.1281135e-07,3.6614956e-06,3.7148186e-07,1.6936227e-06,0.00013373022,1.8978694e-06,1.2253495e-08,2.2814313e-05,1.1423633e-05,7.515054e-07,0.00018332209,3.31461e-07,0.999617,1.7925286e-07,4.4915904e-08,1.7222754e-07,7.0801125e-06
Liver-HCC,4.842295e-10,1.8454717e-08,3.0943612e-10,3.9144843e-13,4.4667994e-13,9.2785474e-10,3.0893513e-12,3.9323926e-09,5.045422e-09,1.4159922e-07,0.9999975,1.005274e-07,2.223931e-10,1.1225256e-07,1.9464223e-06,2.0260045e-11,8.033663e-11,2.4586244e-08,7.0868275e-08,5.0672874e-08,1.3053143e-09,1.6269558e-08,3.4195563e-11,8.062249e-10
Panc-AdenoCA,1.03942727e-13,5.1676903e-13,2.4699408e-13,1.3389077e-15,2.9440045e-18,9.600869e-11,4.869202e-07,1.5599473e-11,3.8446532e-10,2.7160363e-11,2.647166e-10,1.4101944e-07,1.7758002e-10,7.7937084e-16,1.1766482e-14,1.5688682e-12,1.3071277e-13,0.9999993,5.7476604e-13,1.2434974e-10,1.4103785e-11,9.0813735e-08,6.402843e-15,2.4082045e-10
Eso-AdenoCA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.289129e-18,0.0,0.0
CNS-PiloAstro,0.00030157415,5.8750775e-05,0.00087534514,0.00820815,0.94023347,1.0212066e-06,3.9360923e-05,2.2995047e-05,0.00014015035,1.8175726e-06,5.602086e-06,0.00053181406,2.263785e-05,3.0447554e-06,0.0002033214,0.0016743459,8.058779e-05,7.519521e-05,3.6719706e-05,0.047264516,9.248247e-06,2.3480638e-06,0.00014495722,6.293337e-05
Liver-HCC,1.4942421e-10,9.0499647e-10,1.2205911e-10,1.8165718e-13,3.7893042e-13,4.2885556e-10,9.2131485e-12,4.5766977e-09,1.14615e-09,2.1207622e-07,0.9999995,1.2971372e-08,4.888258e-10,1.7959425e-09,7.8067e-08,3.52351e-12,4.0336283e-11,3.881677e-08,1.0735386e-08,4.6514778e-08,1.3219251e-10,1.1075741e-08,2.1962774e-11,1.2598059e-09
Kidney-RCC,2.4793487e-09,9.04104e-11,2.255954e-12,7.3303977e-13,1.005664e-17,5.7049626e-15,9.364144e-16,1.7339743e-12,1.9913997e-09,0.9999995,9.953509e-08,3.84583e-09,1.2324758e-13,2.6010186e-12,1.4283695e-13,3.3929595e-14,9.900531e-12,6.80666e-11,3.4934658e-07,9.509777e-12,5.3240138e-11,1.2072483e-13,4.5845824e-11,5.9900925e-12
ColoRect-AdenoCA,3.7547356e-21,2.2614488e-15,5.2146406e-15,7.483148e-22,1.4034836e-25,1.0,2.5083768e-11,1.1269578e-08,1.51883e-11,2.752386e-19,5.824583e-14,6.4658053e-15,7.853844e-18,2.6487021e-11,5.2485075e-15,1.4983657e-19,6.706191e-21,2.8236147e-10,6.7082553e-16,4.6264608e-14,6.3524774e-18,3.7756837e-10,3.270084e-20,3.531476e-13
Panc-AdenoCA,1.1789344e-08,4.3391964e-07,2.9690517e-08,1.8887098e-08,4.9860838e-11,5.641056e-06,1.713488e-05,2.3259527e-06,4.329976e-06,1.5593728e-06,6.0674224e-06,7.2658855e-05,9.641274e-06,3.4386316e-09,4.7479983e-08,1.02791866e-07,5.6017274e-08,0.99986017,1.5747409e-07,3.0496901e-06,8.475337e-08,7.430899e-06,5.0894887e-08,8.856516e-06
ColoRect-AdenoCA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
